;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032;RF1039
2000-04-30;183,103429;1805,054604;193,785057;107,775067;123,439724;124,187637;109,128654;114,973771;88,401188;92,854718;101,203273;70,952217;108,502853
2000-05-31;182,436045;1766,927616;195,29788;107,639078;123,680589;125,271737;108,549596;115,713386;89,026221;92,54089;100,889778;70,844964;107,863084
2000-06-30;181,254426;1747,818668;197,129175;107,552653;124,215943;126,681008;107,878342;116,431615;89,604929;92,247737;100,595954;70,711111;107,266449
2000-07-31;179,580351;1756,587591;199,017868;107,544958;125,109317;128,26913;107,195132;117,087122;90,085755;91,98355;100,324626;70,491189;106,851009
2000-08-31;177,646377;1793,952046;200,740684;107,653394;126,331905;129,921316;106,605775;117,680479;90,444114;91,776922;100,104461;70,151215;106,752267
2000-09-30;175,668177;1842,884305;202,070695;107,857541;127,79185;131,49532;106,167117;118,179425;90,638752;91,63402;99,941054;69,678583;107,011229
2000-10-31;173,776984;1883,627105;202,881148;108,187389;129,387166;132,904664;105,95317;118,622613;90,669723;91,574245;99,857522;69,102628;107,532854
2000-11-30;172,132375;1906,462992;203,094743;108,610037;130,985385;134,105511;105,958758;119,008232;90,546331;91,608638;99,870546;68,507264;108,142032
2000-12-31;170,708851;1909,105223;202,630653;109,029656;132,440818;134,980003;106,127521;119,316764;90,303489;91,722247;99,966942;67,964054;108,680266
2001-01-31;169,440643;1900,131968;201,512421;109,400311;133,669153;135,507115;106,475011;119,609222;90,016162;91,906251;100,138407;67,550921;109,038597
2001-02-28;168,26706;1887,724231;199,847428;109,670302;134,660316;135,617916;106,953294;119,889266;89,722762;92,115657;100,338391;67,27454;109,187541
2001-03-31;167,240435;1875,055914;197,733268;109,808447;135,34758;135,245928;107,501645;120,144836;89,45008;92,306334;100,522696;67,103782;109,144518
2001-04-30;166,417738;1857,97494;195,400622;109,877694;135,747058;134,417894;108,114603;120,408212;89,221595;92,466166;100,680679;67,053765;108,959813
2001-05-31;165,966494;1836,177532;193,060139;109,909624;135,849783;133,169172;108,785982;120,68318;89,048245;92,592706;100,807707;67,148751;108,689126
2001-06-30;165,957073;1804,243859;190,795742;109,898735;135,769669;131,528903;109,464352;120,932447;88,937642;92,689693;100,906959;67,401955;108,409143
2001-07-31;166,001658;1759,682481;188,786998;109,856517;135,596176;129,568485;110,151389;121,144712;88,924899;92,776322;100,998714;67,830677;108,182591
2001-08-31;165,821823;1705,273664;187,090387;109,723377;135,431246;127,327227;110,763693;121,220472;89,009318;92,850074;101,083543;68,360793;108,025076
2001-09-30;165,290356;1651,416753;185,68071;109,480485;135,420463;124,873035;111,238613;121,088263;89,166546;92,909151;101,162243;68,909133;107,934774
2001-10-31;164,566446;1611,963932;184,563846;109,134529;135,554991;122,329258;111,567515;120,735331;89,4039;92,977452;101,256074;69,399599;107,870055
2001-11-30;163,8799;1589,309738;183,712101;108,64632;135,697392;119,782396;111,701879;120,123565;89,695289;93,049937;101,353067;69,742429;107,741624
2001-12-31;163,318302;1583,031479;183,136975;108,026759;135,715747;117,3736;111,64125;119,302471;90,021359;93,130177;101,45189;69,879413;107,449333
2002-01-31;162,790932;1592,060139;182,820664;107,327165;135,503701;115,235214;111,414044;118,360099;90,356042;93,226632;101,560068;69,828793;107,015707
2002-02-28;162,112363;1614,352707;182,621925;106,607004;135,052637;113,436936;111,051286;117,325997;90,668125;93,340615;101,680643;69,603955;106,586598
2002-03-31;161,080351;1645,351951;182,432174;105,935555;134,453122;112,016078;110,616451;116,272352;90,948663;93,477064;101,819408;69,268466;106,337326
2002-04-30;159,598107;1677,696005;182,125852;105,325622;133,767695;110,993681;110,186192;115,274524;91,205445;93,634279;101,974739;68,885351;106,406277
2002-05-31;157,860698;1702,091168;181,666223;104,718183;133,04879;110,389737;109,782009;114,343722;91,418962;93,774007;102,10919;68,474012;106,811043
2002-06-30;156,364065;1708,171849;181,082717;104,109183;132,266975;110,222606;109,489652;113,497665;91,578229;93,874745;102,203176;68,077516;107,425143
2002-07-31;155,401848;1695,742002;180,495608;103,548728;131,361741;110,563401;109,347854;112,780692;91,697623;93,928791;102,249615;67,76451;108,015938
2002-08-31;154,846878;1671,694824;180,030755;103,030115;130,25857;111,416039;109,326401;112,163596;91,74636;93,919443;102,228287;67,602276;108,422676
2002-09-30;154,241828;1644,083746;179,86612;102,606396;128,930943;112,745729;109,40318;111,639971;91,744893;93,85473;102,147869;67,670001;108,569341
2002-10-31;153,291054;1619,765026;180,089177;102,293619;127,398537;114,493153;109,53606;111,189156;91,712491;93,730815;102,003492;68,071924;108,462799
